,companyName,auxiliaryName,businessIdentityCode,registerNumberInHomeState,address,address2,businessAddress,locationOfHeadOffice,zipCode,city,homeState,telephone,telefax,wwwAddress,groups,personsInCharge,supervisorsInFSA,authorisationsAndOtherOperationGrounds,providedServices,funds,principalOfAnAgent,servicesDescription,dateOfRegistration,reprimands,businessZipCode,businessCity,tiedAgents
461,Marjo Nyström Consulting Oy,,2350336-4,,Hovioikeudenpuistikko 15 C 33,,,,65100,VAASA,Finland,045 205 3339,,www.riskconsult.fi,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
462,Markedskraft AS filial i Finland,,2913930-5,,PL 5,,,,38701,Kankaanpää,Finland,050 4534275,,,"[{'groupNumber': 2630, 'groupName': 'Branches of foreign investment firms in Finland from EEA countries'}]",[],[],[{'authorisationName': ''}],[],[],[],,,,,,[]
463,Marsh Oy,,0887089-5,,Keilaranta 10 E,,,,02150,ESPOO,Finland,(09) 8677 4200,(09) 8677 4299,www.marsh.com,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
464,MB Partners II Oy,,2122845-0,,Bulevardi 1 A,,,,00100,HELSINKI,Finland,(09) 131 011,,,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'MB Equity Fund IV Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,,,,,[]
465,MB Partners V Oy,,2699715-2,,Bulevardi 1 A,,,,00100,Helsinki,Finland,(09) 131 011,09 1310 1310,www.mbrahastot.fi,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'MB Equity Fund V Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,,,,,[]
466,Media Gallery Oy,,1096321-4,,,,,,,,,,,,"[{'groupNumber': 4951, 'groupName': 'Removed from the register'}]",[],[],[],[],[],[],,,,,,[]
467,Meklari-Matti Oy,,0931432-1,,Kantotie 2,,,,03400,VIHTI,Finland,(09) 224 7672,(09) 224 8048,www.meklarimatti.fi,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
468,Meklaritalo Oy,,2282436-9,,Kuninkaankatu 22 B 5 krs,,,,70100,KUOPIO,Finland,017 288 1000,010 585 8261,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
469,Meklaritoimisto Helmi Oy,,2401005-1,,Jupinmäentie 35,,,,40270,PALOKKA,,040 740 4846,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
470,Meknia Oy,,2762273-1,,Realparkinkatu 4,,,,37570,LEMPÄÄLÄ,Finland,0503644468,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
471,Mepay Ltd,,2625677-6,,Laitilankuja 5,,,,00420,Helsinki,Finland,0400 405807,,,"[{'groupNumber': 4815, 'groupName': 'Registered service provider (legal person)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Registered service provider (legal person)'}],"[{'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '5a) Issuing of payment instruments'}, {'serviceName': '5b) Acquiring of payment transactions'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
472,Mercer (Finland) Oy,,1537389-7,,Keilaranta 10,,,,02150,ESPOO,Finland,09 867 74300,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
473,Merimieseläkekassa,,0116721-6,,PL 400,,,,00161,HELSINKI,Finland,010 633 990,,http://www.merimieselakekassa.fi,"[{'groupNumber': 3440, 'groupName': 'Pension institutions established by law'}]",[],"[{'name': 'Satu Korhonen', 'telephoneNumber': '+358 9 183 5242', 'role': ''}]","[{'authorisationName': ""The operation of the Seafarers' Pension Fund is based on law""}]",[],[],[],,,,,,[]
474,Merimies-Unionin Eläkesäätiö,,0222722-5,,c/o Suomen Merimies-Unioni SMU ry,John Stenbergin ranta 6,,,00530,HELSINKI,Finland,(09) 6152 0218,(09) 6152 0227,,"[{'groupNumber': 3420, 'groupName': 'Company pension funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Company pension fund is registered'}],[],[],[],,,,,,[]
475,Metalsin sairauskassa,,0429605-6,,PL 65,,,,29201,HARJAVALTA,Finland,044 374 6077,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
476,"Metsäliiton Toimenhaltijain Eläkesäätiö, selvitystilassa",,0242521-3,,Revontulenpuisto 2 A,,,,02100,ESPOO,Finland,,,,"[{'groupNumber': 3420, 'groupName': 'Company pension funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Company pension fund is registered'}],[],[],[],,,,,,[]
477,MH Vakuutus Oy,,3144884-4,,Saunalahdenkatu 6,,,,02330,Espoo,Finland,,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
478,Midinvest Management Oy,,1644784-3,,Kauppakatu 31 C,,,,40100,JYVÄSKYLÄ,Finland,,,www.midinvest.fi,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'Midinvest Oy', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Midinvest Fund II Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Midinvest Fund PH I Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Midinvest Fund III Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,,,,,[]
479,Miehikkälän Osuuspankki,,0162671-8,,Keskustie 17,,,,49700,MIEHIKKÄLÄ,Finland,010 257 5701,010 257 5710,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
480,Mietoisten Säästöpankki,,0135240-3,,Maskuntie 224,,,,21250,MASKU,Finland,(02) 431 1155,(02) 431 0565,http://www.savings-banks.fi,"[{'groupNumber': 1120, 'groupName': 'Savings banks'}]",[],"[{'name': 'Kristiina Lehtola', 'telephoneNumber': '+358 9 183 5324', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Execution of orders'}, {'authorisationName': 'Dealing on own account'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Foreign exchange services related to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
481,Miettinen Oy Vakuutusmeklaritoimisto,,1611761-7,,Rosinankaari 10,,,,04310,TUUSULA,Finland,0400 608 720,(09) 2587 6550,www.suomibrokers.com,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
482,Minoria Partners Oy,,3138511-8,,Liisankatu 14 A 25,,,,00170,Helsinki,Finland,,,,"[{'groupNumber': 4938, 'groupName': 'Registered Alternative Investment Fund Managers'}]",[],[],[],[],"[{'fundName': 'Minoria Fund I Ky', 'fundType': 'Suomalainen muu AIF'}, {'fundName': 'Minoria Feeder Fund I Ky', 'fundType': 'Suomalainen muu AIF'}]",[],,2020-08-26T00:00:00,,,,[]
483,MK Meklarikeskus Oy,,2493003-4,,Reunatie 15,,,,96900,SAARENKYLÄ,Finland,0400 677 940,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
484,Mobify Invoices Oy,,2714418-6,,Linnankatu 13 A 18,,,,20100,TURKU,Finland,044 0544 703,,,"[{'groupNumber': 4815, 'groupName': 'Registered service provider (legal person)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Registered service provider (legal person)'}],"[{'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '5a) Issuing of payment instruments'}, {'serviceName': '5b) Acquiring of payment transactions'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
485,MobilePay Finland Oy,,2912210-8,,Televisiokatu 1,,,,00075,DANSKE BANK,Finland,,,,"[{'groupNumber': 4925, 'groupName': 'Payment institution (e-money payment institution)'}]",[],[],[{'authorisationName': 'Authorization (Payment Institution)'}],"[{'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '5a) Issuing of payment instruments'}, {'serviceName': '6 Money remittance'}, {'serviceName': '5b) Acquiring of payment transactions'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
486,MONI Nordic Ltd,,2588796-3,,PL 56,,,,02401,KIRKKONUMMI,Finland,040 523 9861,,www.moni.fi,"[{'groupNumber': 4815, 'groupName': 'Registered service provider (legal person)'}]",[],"[{'name': 'Anni Meriläinen', 'telephoneNumber': '+358 9 183 5050', 'role': ''}, {'name': 'Juha Eerikäinen', 'telephoneNumber': '+358 9 183 5322', 'role': ''}]",[{'authorisationName': 'Registered service provider (legal person)'}],"[{'serviceName': '1 Services enabling cash to be placed on a payment account as well as all the operations required for operating a payment account'}, {'serviceName': '3a) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of direct debits, including one-off direct debits'}, {'serviceName': '5a) Issuing of payment instruments'}, {'serviceName': '2 Services enabling cash withdrawals from a payment account as well as all the operations required for operating a payment account'}, {'serviceName': '3b) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '3c) Execution of payment transactions, including transfers of funds on a payment account with the user’s payment service provider or with another payment service provider: execution of credit transfers, including standing orders'}, {'serviceName': '4a) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of direct debits, including one-off direct debits'}, {'serviceName': '4b) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of payment transactions through a payment card or a similar device'}, {'serviceName': '4c) Execution of payment transactions where the funds are covered by a credit line for a payment service user: execution of credit transfers, including standing orders'}]",[],[],,,,,,[]
487,Mouhijärven Osuuspankki,,0135259-3,,Uotsolantie 43 A,,,,38460,SASTAMALA,Finland,010 255 5101,010 255 5198,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
488,MPY Telecom Oyj,,1570688-2,,Mikonkatu 16,,,,50100,MIKKELI,Finland,,,,"[{'groupNumber': 4949, 'groupName': 'Entity providing payment services within a limited network'}]",[],[],[],[],[],[],"Yhtiö välittää puhelinliittymäasiakkailleen eri teleoperaattorien tuottamia televerkon palvelunumeropalveluita. Yhtiön ääniperusteisten palvelujen ostamista varten välittämät maksutapahtumat ovat Maksulaitoslain 297/2010 määrittämän teleyrityspoikkeuksen mukaisia tietoyhteiskuntakaaressa (917/2014) tarkoitetun teleyrityksen viestintäpalvelun käyttöön perustuvan laskutuksensa yhteydessä käyttäjältä perimiä enintään 50 euron määräisiä maksutapahtumia, joiden yhteenlaskettu määrä on enintään 300 euroa kuukaudessa käyttäjää kohden.",,,,,[]
489,MSR Finser Oy,,2631473-7,,Kauppapuistikko 12 B,,,,65100,Vaasa,Finland,040 025 0077,,,"[{'groupNumber': 3510, 'groupName': 'Insurance brokers'}]",[],[],[{'authorisationName': 'Insurance broker is registered'}],[],[],[],,,,,,[]
490,"Muijalan sairauskassa, selvitystilassa",,1109473-5,,Sepänkatu 3-5 A 12,,,,08100,LOHJA,Finland,045 188 1525,,,"[{'groupNumber': 3610, 'groupName': 'Employee sickness funds'}]",[],"[{'name': 'Raili Holmström', 'telephoneNumber': '+358 9 183 5527', 'role': ''}]",[{'authorisationName': 'Employee sickness fund is registered'}],[],[],[],,,,,,[]
491,Multian Osuuspankki,,0176617-1,,Keskustie 29 A,,,,42600,MULTIA,Finland,(014) 4150 111,,http://www.osuuspankki.fi,"[{'groupNumber': 1130, 'groupName': 'Member cooperative banks'}]",[],"[{'name': 'Sirpa Näkyvä', 'telephoneNumber': '+358 9 183 5359', 'role': ''}]","[{'authorisationName': 'Authorisation (credit institution)'}, {'authorisationName': 'Reception and transmission of orders'}, {'authorisationName': 'Portfolio management'}, {'authorisationName': 'Investment advice'}, {'authorisationName': 'Granting credits or loans to investment services'}, {'authorisationName': 'Safekeeping of financial instruments'}]",[],[],[],,,,,,[]
